2021-10-20 02:20:39,276 | 12858 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-20 02:20:39,279 | 12858 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-20 02:20:39,293 | 12858 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-20 02:20:39,295 | 12858 | tracing_of_pipeline.analyzer, start_analyzing, 103 | INFO | start analyzing
2021-10-20 02:20:39,300 | 12858 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-20 02:20:39,480 | 12858 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-20 02:20:39,587 | 12858 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s1 and h1
2021-10-20 02:20:39,671 | 12858 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s2)
2021-10-20 02:20:39,752 | 12858 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s1 and s2
2021-10-20 02:20:39,903 | 12858 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-10-20 02:20:39,983 | 12858 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s2 and h2
2021-10-20 02:20:40,107 | 12858 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-20 02:20:40,109 | 12858 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-20 02:20:40,142 | 12858 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth1:12995) started
2021-10-20 02:20:40,147 | 12995 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth1
2021-10-20 02:20:40,153 | 12858 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth2:12997) started
2021-10-20 02:20:40,159 | 12858 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s2-eth2:12999) started
2021-10-20 02:20:40,163 | 12858 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-20 02:20:40,166 | 12997 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-20 02:20:40,166 | 12999 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s2-eth2
2021-10-20 02:20:40,175 | 12858 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-10-20 02:20:41,187 | 13003 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 02:20:41,207 | 13007 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 02:20:41,286 | 13003 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634696441.218174 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:20:41,287 | 13003 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:20:41,287 | 13007 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634696441.242724 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:20:41,288 | 13007 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:20:41,296 | 12858 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:20:41,297 | 12858 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:20:41,297 | 12858 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:20:41,298 | 12858 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-20 02:20:41,299 | 12858 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-20 02:20:41,299 | 12858 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634696439.295962, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-20 02:20:41,300 | 12858 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l2
2021-10-20 02:20:41,300 | 12858 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l1
2021-10-20 02:20:41,301 | 12858 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l3
2021-10-20 02:20:42,190 | 13003 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 02:20:42,206 | 13007 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 02:20:42,226 | 13003 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634696442.204453 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:20:42,226 | 13003 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:20:42,238 | 13007 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634696442.219783 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:20:42,238 | 13007 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:20:43,187 | 13003 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 02:20:43,197 | 13003 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634696443.193018 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:20:43,198 | 13003 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:20:43,206 | 13007 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 02:20:43,218 | 13007 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634696443.21282 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:20:43,222 | 13007 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
