2021-11-08 06:18:43,633 | 30280 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-11-08 06:18:43,636 | 30280 | tracing_of_pipeline, start, 124 | INFO | OpenFlow Tracer Start
2021-11-08 06:18:43,649 | 30280 | tracing_net.net, start, 312 | INFO | mininet start
2021-11-08 06:18:43,650 | 30280 | tracing_of_pipeline.analyzer, start_analyzing, 113 | INFO | start analyzing interval (start_time = 1636352323.650808, interval = 2)
2021-11-08 06:18:43,656 | 30280 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-11-08 06:18:43,836 | 30280 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-11-08 06:18:43,883 | 30280 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s1 and h1
2021-11-08 06:18:43,937 | 30280 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s2)
2021-11-08 06:18:43,998 | 30280 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s1 and s2
2021-11-08 06:18:44,070 | 30280 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-11-08 06:18:44,127 | 30280 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s2 and h2
2021-11-08 06:18:44,243 | 30280 | tracing_net.net, add_host, 164 | DEBUG | added the host (h3)
2021-11-08 06:18:44,274 | 30280 | tracing_net.net, add_link, 203 | DEBUG | added the link (l4) between s1 and h3
2021-11-08 06:18:44,351 | 30280 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-11-08 06:18:44,351 | 30280 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-11-08 06:18:44,447 | 30280 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth1:30449) started
2021-11-08 06:18:44,454 | 30449 | tracing_net.util.packet_capture, start_capture, 65 | INFO | packet capture start on s1-eth1
2021-11-08 06:18:44,463 | 30280 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth2:30451) started
2021-11-08 06:18:44,476 | 30451 | tracing_net.util.packet_capture, start_capture, 65 | INFO | packet capture start on s1-eth2
