2021-07-21 02:26:32,772 | 16861 | tracing_net.net, __init__, 96 | INFO | set up on-demand mininet
2021-07-21 02:26:32,777 | 16861 | tracing_net.net, start, 307 | INFO | mininet start
2021-07-21 02:26:32,808 | 16861 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s1)
2021-07-21 02:26:32,950 | 16861 | tracing_net.net, add_host, 159 | DEBUG | added the host (h1)
2021-07-21 02:26:33,024 | 16861 | tracing_net.net, add_link, 198 | DEBUG | added the link (l2) between s1 and h1
2021-07-21 02:26:33,133 | 16861 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s2)
2021-07-21 02:26:33,200 | 16861 | tracing_net.net, add_link, 198 | DEBUG | added the link (l1) between s1 and s2
2021-07-21 02:26:33,400 | 16861 | tracing_net.net, add_host, 159 | DEBUG | added the host (h2)
2021-07-21 02:26:33,452 | 16861 | tracing_net.net, add_link, 198 | DEBUG | added the link (l3) between s2 and h2
2021-07-21 02:26:33,681 | 16861 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth1:None) started
2021-07-21 02:26:33,697 | 16861 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth2:None) started
2021-07-21 02:26:33,718 | 16983 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth1
2021-07-21 02:26:33,726 | 16985 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth2
2021-07-21 02:26:33,721 | 16861 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s2-eth2:None) started
2021-07-21 02:26:33,733 | 16861 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-07-21 02:26:33,767 | 16987 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s2-eth2
2021-07-21 02:26:33,770 | 16861 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-07-21 02:26:33,835 | 16990 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 02:26:33,858 | 16994 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 02:26:34,767 | 16990 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 02:26:34,797 | 16994 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 02:26:34,848 | 16994 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626834394.812835 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 02:26:34,898 | 16990 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626834394.810149 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 02:26:35,766 | 16990 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 02:26:35,804 | 16994 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 02:26:35,791 | 16861 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 02:26:35,837 | 16861 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 02:26:35,841 | 16861 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 02:26:35,852 | 16861 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 307 | DEBUG | tmp_p = None, s_dpip = 1
2021-07-21 02:26:35,871 | 16861 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 307 | DEBUG | tmp_p = None, s_dpip = 2
2021-07-21 02:26:35,900 | 16861 | tracing_of_pipeline.analyzer, _polling, 280 | DEBUG | polled (start_time=1626834393.789919, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-07-21 02:26:35,900 | 16861 | tracing_of_pipeline.analyzer, analyze, 165 | WARNING | Fuck!!!!!!!! s1-eth1
2021-07-21 02:26:35,901 | 16861 | tracing_of_pipeline.analyzer, analyze, 165 | WARNING | Fuck!!!!!!!! s1-eth2
2021-07-21 02:26:35,905 | 16861 | tracing_of_pipeline.analyzer, analyze, 165 | WARNING | Fuck!!!!!!!! s2-eth2
2021-07-21 02:26:35,930 | 16990 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626834395.787552 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 02:26:35,940 | 16994 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626834395.9135 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
