2021-10-20 01:26:55,481 | 6783 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-20 01:26:55,483 | 6783 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-20 01:26:55,503 | 6783 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-20 01:26:55,504 | 6783 | tracing_of_pipeline.analyzer, start_analyzing, 103 | INFO | start analyzing
2021-10-20 01:26:57,716 | 6783 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693215.505488, until=0) values = {} {} {}
2021-10-20 01:26:59,092 | 6795 | tracing_net.api.ws_server, connect, 280 | INFO | connect sid=aHY4-BR1qwec0aNzAAAB
2021-10-20 01:26:59,517 | 6783 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693215.505488, until=1) values = {} {} {}
2021-10-20 01:27:01,506 | 6783 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693215.505488, until=2) values = {} {} {}
2021-10-20 01:27:03,514 | 6783 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693215.505488, until=3) values = {} {} {}
2021-10-20 01:27:03,670 | 6795 | tracing_net.api.ws_server, connect, 280 | INFO | connect sid=ONfiuEIDARQhi3BAAAAD
2021-10-20 01:27:05,506 | 6783 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693215.505488, until=4) values = {} {} {}
2021-10-20 01:27:07,422 | 6795 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_SWITCH, param={'name': 's0', 'dpid': ''})
2021-10-20 01:27:07,425 | 6783 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_switch', 'param': {'name': 's0', 'dpid': ''}})
2021-10-20 01:27:07,426 | 6783 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s0)
2021-10-20 01:27:07,507 | 6783 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693215.505488, until=5) values = {} {} {}
2021-10-20 01:27:09,507 | 6783 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 437 | ERROR | Failed to get datapath_id s0
