2021-10-20 02:54:21,655 | 3122 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-20 02:54:21,660 | 3122 | tracing_of_pipeline, start, 108 | INFO | OpenFlow Tracer Start
2021-10-20 02:54:21,676 | 3122 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-20 02:54:21,679 | 3122 | tracing_of_pipeline.analyzer, start_analyzing, 103 | INFO | start analyzing
2021-10-20 02:54:21,683 | 3122 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-20 02:54:22,676 | 3122 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-20 02:54:22,836 | 3122 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s1 and h1
2021-10-20 02:54:23,102 | 3122 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s2)
2021-10-20 02:54:23,182 | 3122 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s1 and s2
2021-10-20 02:54:23,289 | 3122 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-10-20 02:54:23,371 | 3122 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s2 and h2
2021-10-20 02:54:23,558 | 3122 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-20 02:54:23,563 | 3122 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-20 02:54:23,681 | 3122 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:54:23,682 | 3122 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:54:23,683 | 3122 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:54:23,684 | 3122 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-20 02:54:23,685 | 3122 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-20 02:54:23,685 | 3122 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634698461.680763, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-20 02:54:23,685 | 3122 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l2
2021-10-20 02:54:23,686 | 3122 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l1
2021-10-20 02:54:23,687 | 3122 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l3
2021-10-20 02:54:23,835 | 3122 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth1:3266) started
2021-10-20 02:54:23,837 | 3266 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth1
2021-10-20 02:54:23,904 | 3122 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth2:3268) started
2021-10-20 02:54:23,920 | 3122 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s2-eth2:3270) started
2021-10-20 02:54:23,928 | 3122 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-20 02:54:23,933 | 3268 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-20 02:54:23,965 | 3270 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s2-eth2
2021-10-20 02:54:23,995 | 3122 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-10-20 02:54:24,988 | 3272 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
