2021-10-25 06:47:08,292 | 4437 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-25 06:47:08,294 | 4437 | tracing_of_pipeline, start, 115 | INFO | OpenFlow Tracer Start
2021-10-25 06:47:08,295 | 4437 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-25 06:47:08,295 | 4437 | tracing_of_pipeline.analyzer, start_analyzing, 106 | INFO | start analyzing
2021-10-25 06:47:08,297 | 4437 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s0)
2021-10-25 06:47:08,388 | 4437 | tracing_net.net, add_host, 164 | DEBUG | added the host (h0)
2021-10-25 06:47:08,465 | 4437 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s0 and h0
2021-10-25 06:47:08,535 | 4437 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-25 06:47:08,565 | 4437 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s0 and h1
2021-10-25 06:47:08,644 | 4437 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-25 06:47:08,716 | 4437 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s0 and s1
2021-10-25 06:47:09,020 | 4437 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-10-25 06:47:09,212 | 4437 | tracing_net.net, add_link, 203 | DEBUG | added the link (l4) between s1 and h2
2021-10-25 06:47:09,363 | 4437 | tracing_net.net, add_host, 164 | DEBUG | added the host (h3)
2021-10-25 06:47:09,393 | 4437 | tracing_net.net, add_link, 203 | DEBUG | added the link (l5) between s1 and h3
2021-10-25 06:47:09,475 | 4437 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-25 06:47:09,475 | 4437 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-25 06:47:09,511 | 4437 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s0-eth1:4628) started
2021-10-25 06:47:09,513 | 4628 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s0-eth1
2021-10-25 06:47:09,523 | 4437 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s0-eth2:4631) started
2021-10-25 06:47:09,527 | 4631 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s0-eth2
2021-10-25 06:47:09,535 | 4437 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s0-eth3:4633) started
2021-10-25 06:47:09,542 | 4437 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth2:4635) started
2021-10-25 06:47:09,545 | 4633 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s0-eth3
2021-10-25 06:47:09,554 | 4437 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth3:4638) started
2021-10-25 06:47:09,556 | 4437 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s0
2021-10-25 06:47:09,549 | 4635 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-25 06:47:09,573 | 4437 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-25 06:47:09,565 | 4638 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth3
2021-10-25 06:47:10,297 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:10,298 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:10,298 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:10,298 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:10,299 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:10,300 | 4437 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 462 | DEBUG | tmp_p = [], s_dpip = 0
2021-10-25 06:47:10,300 | 4437 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 462 | DEBUG | tmp_p = [], s_dpip = 1
2021-10-25 06:47:10,301 | 4437 | tracing_of_pipeline.analyzer, _polling, 423 | DEBUG | polled repository (start_time=1635144428.296395, until=0) values = {'l2': [], 'l3': [], 'l1': [], 'l4': [], 'l5': []} {} {'s0': [], 's1': []}
2021-10-25 06:47:10,301 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l2
2021-10-25 06:47:10,301 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l3
2021-10-25 06:47:10,302 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l1
2021-10-25 06:47:10,302 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l4
2021-10-25 06:47:10,308 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l5
2021-10-25 06:47:10,589 | 4641 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
2021-10-25 06:47:10,619 | 4644 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-25 06:47:10,641 | 4644 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1635144430.634389 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-25 06:47:10,645 | 4644 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-25 06:47:10,652 | 4641 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1635144430.629477 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-25 06:47:10,653 | 4641 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-25 06:47:11,587 | 4641 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
2021-10-25 06:47:11,608 | 4644 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-25 06:47:11,635 | 4641 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1635144431.616939 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-25 06:47:11,636 | 4641 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-25 06:47:11,650 | 4644 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1635144431.615477 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-25 06:47:11,651 | 4644 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-25 06:47:12,297 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:12,297 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:12,298 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:12,298 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:12,299 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:12,300 | 4437 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 462 | DEBUG | tmp_p = [], s_dpip = 0
2021-10-25 06:47:12,306 | 4437 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 462 | DEBUG | tmp_p = [], s_dpip = 1
2021-10-25 06:47:12,307 | 4437 | tracing_of_pipeline.analyzer, _polling, 423 | DEBUG | polled repository (start_time=1635144428.296395, until=1) values = {'l2': [], 'l3': [], 'l1': [], 'l4': [], 'l5': []} {} {'s0': [], 's1': []}
2021-10-25 06:47:12,307 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l2
2021-10-25 06:47:12,314 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l3
2021-10-25 06:47:12,328 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l1
2021-10-25 06:47:12,329 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l4
2021-10-25 06:47:12,330 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l5
2021-10-25 06:47:12,587 | 4641 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
2021-10-25 06:47:12,605 | 4641 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1635144432.598236 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-25 06:47:12,606 | 4641 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-25 06:47:12,607 | 4644 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-25 06:47:12,620 | 4644 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1635144432.613351 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-25 06:47:12,621 | 4644 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-25 06:47:13,606 | 4641 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
2021-10-25 06:47:13,609 | 4644 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-25 06:47:13,616 | 4641 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1635144433.612895 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):', ' cookie=0x0, duration=0.199s, table=0, n_packets=0, n_bytes=0, priority=0 actions=CONTROLLER:65535']
2021-10-25 06:47:13,624 | 4644 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1635144433.61527 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):', ' cookie=0x0, duration=0.207s, table=0, n_packets=0, n_bytes=0, priority=0 actions=CONTROLLER:65535']
2021-10-25 06:47:13,631 | 4641 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | DEBUG | parsed dump flows result to table 1635144433.612895 : <FlowTables(datapath=0, timestamp=1635144433.612895, flows=[<Flow(table=0, priority=0, match={}, actions=[<InstructionApplyAction type=4>])>])>
2021-10-25 06:47:13,634 | 4644 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | DEBUG | parsed dump flows result to table 1635144433.61527 : <FlowTables(datapath=0, timestamp=1635144433.61527, flows=[<Flow(table=0, priority=0, match={}, actions=[<InstructionApplyAction type=4>])>])>
2021-10-25 06:47:14,300 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:14,301 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:14,302 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:14,302 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:14,303 | 4437 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:47:14,305 | 4437 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 462 | DEBUG | tmp_p = [], s_dpip = 0
2021-10-25 06:47:14,306 | 4437 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 462 | DEBUG | tmp_p = [], s_dpip = 1
2021-10-25 06:47:14,306 | 4437 | tracing_of_pipeline.analyzer, _polling, 423 | DEBUG | polled repository (start_time=1635144428.296395, until=2) values = {'l2': [], 'l3': [], 'l1': [], 'l4': [], 'l5': []} {} {'s0': [], 's1': []}
2021-10-25 06:47:14,307 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l2
2021-10-25 06:47:14,307 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l3
2021-10-25 06:47:14,308 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l1
2021-10-25 06:47:14,308 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l4
2021-10-25 06:47:14,309 | 4437 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l5
2021-10-25 06:47:14,587 | 4641 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
