2021-10-20 01:00:05,652 | 4750 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-20 01:00:05,654 | 4750 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-20 01:00:05,659 | 4750 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-20 01:00:05,662 | 4750 | tracing_of_pipeline.analyzer, start_analyzing, 103 | INFO | start analyzing
2021-10-20 01:00:05,669 | 4750 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-20 01:00:05,776 | 4750 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-20 01:00:05,844 | 4750 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s1 and h1
2021-10-20 01:00:05,911 | 4750 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s2)
2021-10-20 01:00:05,966 | 4750 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s1 and s2
2021-10-20 01:00:06,130 | 4750 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-10-20 01:00:06,192 | 4750 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s2 and h2
2021-10-20 01:00:06,317 | 4750 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-20 01:00:06,320 | 4750 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-20 01:00:06,364 | 4750 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s1-eth1:None) started
2021-10-20 01:00:06,373 | 4750 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s1-eth2:None) started
2021-10-20 01:00:06,380 | 4750 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s2-eth2:None) started
2021-10-20 01:00:06,381 | 4889 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth1
2021-10-20 01:00:06,388 | 4750 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-20 01:00:06,394 | 4891 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-20 01:00:06,413 | 4750 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-10-20 01:00:06,416 | 4894 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s2-eth2
2021-10-20 01:00:07,416 | 4896 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 01:00:07,437 | 4899 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 01:00:07,588 | 4896 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634691607.478779 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 01:00:07,590 | 4896 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 01:00:07,592 | 4899 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634691607.504301 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 01:00:07,593 | 4899 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 01:00:07,664 | 4750 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 01:00:07,668 | 4750 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 01:00:07,669 | 4750 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 01:00:07,670 | 4750 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 435 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-20 01:00:07,671 | 4750 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 435 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-20 01:00:07,673 | 4750 | tracing_of_pipeline.analyzer, _polling, 395 | DEBUG | polled repository (start_time=1634691605.663971, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-20 01:00:07,677 | 4750 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l2
2021-10-20 01:00:07,678 | 4750 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l1
2021-10-20 01:00:07,681 | 4750 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l3
2021-10-20 01:00:08,416 | 4896 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 01:00:08,433 | 4896 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634691608.424486 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 01:00:08,434 | 4896 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 01:00:08,436 | 4899 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 01:00:08,450 | 4899 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634691608.445528 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 01:00:08,451 | 4899 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 01:00:09,458 | 4896 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 01:00:09,459 | 4899 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 01:00:09,483 | 4899 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634691609.47444 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 01:00:09,486 | 4899 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 01:00:09,487 | 4896 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634691609.474258 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
