2021-10-20 00:18:55,758 | 5617 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-20 00:18:55,761 | 5617 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-20 00:18:55,768 | 5617 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-20 00:18:55,774 | 5617 | tracing_of_pipeline.analyzer, start_analyzing, 102 | INFO | start analyzing
2021-10-20 00:18:55,779 | 5617 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-20 00:18:55,958 | 5617 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-20 00:18:56,075 | 5617 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s1 and h1
2021-10-20 00:18:56,159 | 5617 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s2)
2021-10-20 00:18:56,236 | 5617 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s1 and s2
2021-10-20 00:18:56,389 | 5617 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-10-20 00:18:56,469 | 5617 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s2 and h2
2021-10-20 00:18:56,571 | 5617 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-20 00:18:56,572 | 5617 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-20 00:18:56,599 | 5617 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s1-eth1:None) started
2021-10-20 00:18:56,610 | 5617 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s1-eth2:None) started
2021-10-20 00:18:56,611 | 5752 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth1
2021-10-20 00:18:56,614 | 5617 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s2-eth2:None) started
2021-10-20 00:18:56,622 | 5617 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-20 00:18:56,625 | 5756 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s2-eth2
2021-10-20 00:18:56,632 | 5617 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-10-20 00:18:56,634 | 5754 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-20 00:18:57,643 | 5759 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 00:18:57,688 | 5764 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 00:18:57,778 | 5759 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634689137.739162 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 00:18:57,778 | 5617 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 00:18:57,779 | 5759 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 00:18:57,779 | 5617 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 00:18:57,780 | 5617 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 00:18:57,782 | 5617 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 416 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-20 00:18:57,819 | 5617 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 416 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-20 00:18:57,827 | 5617 | tracing_of_pipeline.analyzer, _polling, 376 | DEBUG | polled repository (start_time=1634689135.776303, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-20 00:18:57,843 | 5617 | tracing_of_pipeline.analyzer, analyze, 160 | WARNING | No packet in edge l2
2021-10-20 00:18:57,870 | 5617 | tracing_of_pipeline.analyzer, analyze, 160 | WARNING | No packet in edge l1
2021-10-20 00:18:57,900 | 5764 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634689137.829137 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 00:18:57,906 | 5617 | tracing_of_pipeline.analyzer, analyze, 160 | WARNING | No packet in edge l3
2021-10-20 00:18:57,908 | 5764 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 00:18:58,637 | 5759 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 00:18:58,659 | 5764 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 00:18:58,700 | 5759 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634689138.663492 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 00:18:58,702 | 5759 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 00:18:58,712 | 5764 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634689138.669125 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 00:18:58,713 | 5764 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 00:18:59,638 | 5759 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 00:18:59,664 | 5764 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 00:18:59,711 | 5759 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634689139.688075 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 00:18:59,722 | 5759 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 00:18:59,757 | 5764 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634689139.693543 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 00:18:59,776 | 5764 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 00:19:00,638 | 5759 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 00:19:00,647 | 5759 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634689140.643228 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 00:19:00,648 | 5759 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 00:19:00,659 | 5764 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 00:19:00,671 | 5764 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634689140.666587 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 00:19:00,672 | 5764 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 00:19:01,582 | 5617 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 00:19:01,583 | 5617 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 00:19:01,584 | 5617 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 00:19:01,585 | 5617 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 416 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-20 00:19:01,586 | 5617 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 416 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-20 00:19:01,587 | 5617 | tracing_of_pipeline.analyzer, _polling, 376 | DEBUG | polled repository (start_time=1634689135.776303, until=1) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-20 00:19:01,587 | 5617 | tracing_of_pipeline.analyzer, analyze, 160 | WARNING | No packet in edge l2
2021-10-20 00:19:01,588 | 5617 | tracing_of_pipeline.analyzer, analyze, 160 | WARNING | No packet in edge l1
2021-10-20 00:19:01,589 | 5617 | tracing_of_pipeline.analyzer, analyze, 160 | WARNING | No packet in edge l3
