2021-07-21 02:19:23,942 | 15245 | tracing_net.net, __init__, 96 | INFO | set up on-demand mininet
2021-07-21 02:19:23,949 | 15245 | tracing_net.net, start, 307 | INFO | mininet start
2021-07-21 02:19:23,958 | 15245 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s1)
2021-07-21 02:19:24,115 | 15245 | tracing_net.net, add_host, 159 | DEBUG | added the host (h1)
2021-07-21 02:19:24,168 | 15245 | tracing_net.net, add_link, 198 | DEBUG | added the link (l2) between s1 and h1
2021-07-21 02:19:24,255 | 15245 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s2)
2021-07-21 02:19:24,329 | 15245 | tracing_net.net, add_link, 198 | DEBUG | added the link (l1) between s1 and s2
2021-07-21 02:19:24,478 | 15245 | tracing_net.net, add_host, 159 | DEBUG | added the host (h2)
2021-07-21 02:19:24,532 | 15245 | tracing_net.net, add_link, 198 | DEBUG | added the link (l3) between s2 and h2
2021-07-21 02:19:24,689 | 15245 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth1:None) started
2021-07-21 02:19:24,696 | 15369 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth1
2021-07-21 02:19:24,705 | 15245 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth2:None) started
2021-07-21 02:19:24,731 | 15245 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s2-eth2:None) started
2021-07-21 02:19:24,739 | 15371 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth2
2021-07-21 02:19:24,747 | 15245 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-07-21 02:19:24,810 | 15374 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s2-eth2
2021-07-21 02:19:24,814 | 15245 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-07-21 02:19:24,947 | 15378 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 02:19:24,982 | 15376 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 02:19:25,834 | 15376 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 02:19:26,197 | 15378 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 02:19:26,277 | 15378 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626833966.234992 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 02:19:26,337 | 15376 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626833966.268436 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 02:19:26,846 | 15376 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 02:19:26,849 | 15245 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 02:19:26,855 | 15245 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 02:19:26,856 | 15245 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 02:19:26,861 | 15245 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 306 | DEBUG | tmp_p = None, s_dpip = 1
2021-07-21 02:19:26,864 | 15245 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 306 | DEBUG | tmp_p = None, s_dpip = 2
2021-07-21 02:19:26,864 | 15245 | tracing_of_pipeline.analyzer, _polling, 279 | DEBUG | polled (start_time=1626833964.844577, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-07-21 02:19:26,865 | 15245 | tracing_of_pipeline.analyzer, analyze, 164 | WARNING | Fuck!!!!!!!! s1-eth1
2021-07-21 02:19:26,866 | 15245 | tracing_of_pipeline.analyzer, analyze, 164 | WARNING | Fuck!!!!!!!! s1-eth2
2021-07-21 02:19:26,880 | 15378 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 02:19:26,867 | 15245 | tracing_of_pipeline.analyzer, analyze, 164 | WARNING | Fuck!!!!!!!! s2-eth2
2021-07-21 02:19:26,947 | 15378 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626833966.922131 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 02:19:26,961 | 15376 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626833966.92927 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 02:19:27,798 | 15374 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626833967.274015103 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 02:19:27,829 | 15376 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 02:19:27,856 | 15374 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626833967.363433720 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 02:19:27,876 | 15378 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 02:19:27,876 | 15376 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626833967.85 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 02:19:27,956 | 15378 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626833967.925798 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 02:19:27,973 | 15374 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626833967.505123060 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 02:19:28,778 | 15374 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626833967.733116701 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 02:19:28,829 | 15376 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 02:19:28,858 | 15245 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={'s2-eth2': [<Msg captured_interface=s2-eth2, sniff_timestamp=1626833967.2740152, pkt=<UDP/MDNS_RAW Packet>, in_port=s2-eth2, in_phy_port=s2-eth2>, <Msg captured_interface=s2-eth2, sniff_timestamp=1626833967.3634338, pkt=<ICMPV6_RAW Packet>, in_port=s2-eth2, in_phy_port=s2-eth2>, <Msg captured_interface=s2-eth2, sniff_timestamp=1626833967.5051231, pkt=<UDP/MDNS_RAW Packet>, in_port=s2-eth2, in_phy_port=s2-eth2>, <Msg captured_interface=s2-eth2, sniff_timestamp=1626833967.7331166, pkt=<UDP/MDNS_RAW Packet>, in_port=s2-eth2, in_phy_port=s2-eth2>]})
2021-07-21 02:19:28,866 | 15245 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={'s2-eth2': [<Msg captured_interface=s2-eth2, sniff_timestamp=1626833967.2740152, pkt=<UDP/MDNS_RAW Packet>, in_port=s2-eth2, in_phy_port=s2-eth2>, <Msg captured_interface=s2-eth2, sniff_timestamp=1626833967.3634338, pkt=<ICMPV6_RAW Packet>, in_port=s2-eth2, in_phy_port=s2-eth2>, <Msg captured_interface=s2-eth2, sniff_timestamp=1626833967.5051231, pkt=<UDP/MDNS_RAW Packet>, in_port=s2-eth2, in_phy_port=s2-eth2>, <Msg captured_interface=s2-eth2, sniff_timestamp=1626833967.7331166, pkt=<UDP/MDNS_RAW Packet>, in_port=s2-eth2, in_phy_port=s2-eth2>]})
2021-07-21 02:19:28,880 | 15378 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 02:19:28,883 | 15245 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 306 | DEBUG | tmp_p = None, s_dpip = 1
2021-07-21 02:19:28,885 | 15245 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 306 | DEBUG | tmp_p = None, s_dpip = 2
