2021-08-02 04:52:22,444 | 11408 | tracing_net.net, __init__, 96 | INFO | set up on-demand mininet
2021-08-02 04:52:22,538 | 11408 | tracing_net.net, start, 307 | INFO | mininet start
2021-08-02 04:52:22,553 | 11408 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s1)
2021-08-02 04:52:22,854 | 11408 | tracing_net.net, add_host, 159 | DEBUG | added the host (h1)
2021-08-02 04:52:23,359 | 11408 | tracing_net.net, add_link, 198 | DEBUG | added the link (l2) between s1 and h1
2021-08-02 04:52:23,703 | 11408 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s2)
2021-08-02 04:52:23,848 | 11408 | tracing_net.net, add_link, 198 | DEBUG | added the link (l1) between s1 and s2
2021-08-02 04:52:24,102 | 11408 | tracing_net.net, add_host, 159 | DEBUG | added the host (h2)
2021-08-02 04:52:24,207 | 11408 | tracing_net.net, add_link, 198 | DEBUG | added the link (l3) between s2 and h2
2021-08-02 04:52:24,670 | 11408 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth1:None) started
2021-08-02 04:52:24,691 | 11408 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth2:None) started
2021-08-02 04:52:24,695 | 12044 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth1
2021-08-02 04:52:24,719 | 11408 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s2-eth2:None) started
2021-08-02 04:52:24,720 | 12046 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth2
2021-08-02 04:52:24,726 | 11408 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-08-02 04:52:24,746 | 11408 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-08-02 04:52:24,728 | 12048 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s2-eth2
2021-08-02 04:52:25,756 | 12052 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-08-02 04:52:25,773 | 12057 | tracing_net.flowtable.flow_monitor, flow_monitor, 91 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-08-02 04:52:25,804 | 12057 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-08-02 04:52:25,967 | 12052 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1627879945.804459 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-08-02 04:52:25,969 | 12052 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | WARNING | No result dumping flow
2021-08-02 04:52:25,973 | 12052 | tracing_net.flowtable.flow_monitor, flow_monitor, 91 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-08-02 04:52:26,003 | 12057 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1627879945.833615 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-08-02 04:52:26,004 | 12057 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | WARNING | No result dumping flow
2021-08-02 04:52:26,756 | 12052 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-08-02 04:52:26,775 | 11408 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-08-02 04:52:26,784 | 11408 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-08-02 04:52:26,785 | 11408 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-08-02 04:52:26,788 | 11408 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 321 | DEBUG | tmp_p = None, s_dpip = 1
2021-08-02 04:52:26,798 | 12057 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-08-02 04:52:26,798 | 11408 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 321 | DEBUG | tmp_p = None, s_dpip = 2
2021-08-02 04:52:26,801 | 11408 | tracing_of_pipeline.analyzer, _polling, 302 | DEBUG | polled repository (start_time=1627879944.763871, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-08-02 04:52:26,811 | 11408 | tracing_of_pipeline.analyzer, analyze, 130 | WARNING | No packet in edge l2
2021-08-02 04:52:26,813 | 11408 | tracing_of_pipeline.analyzer, analyze, 130 | WARNING | No packet in edge l1
2021-08-02 04:52:26,821 | 11408 | tracing_of_pipeline.analyzer, analyze, 130 | WARNING | No packet in edge l3
2021-08-02 04:52:26,834 | 12052 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1627879946.789496 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-08-02 04:52:26,836 | 12052 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | WARNING | No result dumping flow
2021-08-02 04:52:26,896 | 12057 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1627879946.827866 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-08-02 04:52:26,908 | 12057 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | WARNING | No result dumping flow
2021-08-02 04:52:27,800 | 12057 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-08-02 04:52:27,760 | 12052 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-08-02 04:52:27,860 | 12057 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1627879947.812454 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-08-02 04:52:27,861 | 12057 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | WARNING | No result dumping flow
2021-08-02 04:52:27,919 | 12052 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1627879947.846722 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-08-02 04:52:27,919 | 12052 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | WARNING | No result dumping flow
2021-08-02 04:52:28,755 | 12052 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-08-02 04:52:28,770 | 11408 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-08-02 04:52:28,798 | 11408 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-08-02 04:52:28,801 | 11408 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-08-02 04:52:28,803 | 12057 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-08-02 04:52:28,808 | 11408 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 321 | DEBUG | tmp_p = None, s_dpip = 1
2021-08-02 04:52:28,808 | 11408 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 321 | DEBUG | tmp_p = None, s_dpip = 2
2021-08-02 04:52:28,809 | 11408 | tracing_of_pipeline.analyzer, _polling, 302 | DEBUG | polled repository (start_time=1627879944.763871, until=1) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-08-02 04:52:28,809 | 11408 | tracing_of_pipeline.analyzer, analyze, 130 | WARNING | No packet in edge l2
2021-08-02 04:52:28,816 | 11408 | tracing_of_pipeline.analyzer, analyze, 130 | WARNING | No packet in edge l1
2021-08-02 04:52:28,819 | 11408 | tracing_of_pipeline.analyzer, analyze, 130 | WARNING | No packet in edge l3
2021-08-02 04:52:28,828 | 12052 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1627879948.814425 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-08-02 04:52:28,829 | 12052 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | WARNING | No result dumping flow
2021-08-02 04:52:28,840 | 12057 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1627879948.831157 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-08-02 04:52:28,841 | 12057 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | WARNING | No result dumping flow
2021-08-02 04:52:29,801 | 12057 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-08-02 04:52:29,807 | 12052 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
