2021-07-21 01:18:35,677 | 7819 | tracing_net.net, __init__, 96 | INFO | set up on-demand mininet
2021-07-21 01:18:35,686 | 7819 | tracing_net.net, start, 307 | INFO | mininet start
2021-07-21 01:18:35,710 | 7819 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s1)
2021-07-21 01:18:35,813 | 7819 | tracing_net.net, add_host, 159 | DEBUG | added the host (h1)
2021-07-21 01:18:35,893 | 7819 | tracing_net.net, add_link, 198 | DEBUG | added the link (l2) between s1 and h1
2021-07-21 01:18:35,961 | 7819 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s2)
2021-07-21 01:18:36,075 | 7819 | tracing_net.net, add_link, 198 | DEBUG | added the link (l1) between s1 and s2
2021-07-21 01:18:36,309 | 7819 | tracing_net.net, add_host, 159 | DEBUG | added the host (h2)
2021-07-21 01:18:36,380 | 7819 | tracing_net.net, add_link, 198 | DEBUG | added the link (l3) between s2 and h2
2021-07-21 01:18:36,544 | 7819 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth1:None) started
2021-07-21 01:18:36,558 | 7819 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth2:None) started
2021-07-21 01:18:36,561 | 7940 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth1
2021-07-21 01:18:36,574 | 7819 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s2-eth2:None) started
2021-07-21 01:18:36,582 | 7819 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-07-21 01:18:36,583 | 7942 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth2
2021-07-21 01:18:36,599 | 7944 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s2-eth2
2021-07-21 01:18:36,599 | 7819 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-07-21 01:18:36,716 | 7946 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 01:18:36,740 | 7950 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 01:18:37,636 | 7946 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 01:18:37,669 | 7950 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 01:18:37,694 | 7946 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626830317.663217 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:18:37,717 | 7950 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626830317.691938 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:18:38,637 | 7946 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 01:18:38,740 | 7819 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 01:18:38,741 | 7950 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 01:18:38,741 | 7819 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 01:18:38,743 | 7819 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 01:18:38,745 | 7819 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 275 | DEBUG | tmp_p = None, s_dpip = 1
2021-07-21 01:18:38,752 | 7819 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 275 | DEBUG | tmp_p = None, s_dpip = 2
2021-07-21 01:18:38,764 | 7819 | tracing_of_pipeline.analyzer, _polling, 248 | DEBUG | polled (start_time=1626830316.649769, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-07-21 01:18:38,765 | 7819 | tracing_of_pipeline.analyzer, analyze, 133 | WARNING | Fuck!!!!!!!! s1-eth1
2021-07-21 01:18:38,765 | 7819 | tracing_of_pipeline.analyzer, analyze, 133 | WARNING | Fuck!!!!!!!! s1-eth2
2021-07-21 01:18:38,766 | 7819 | tracing_of_pipeline.analyzer, analyze, 133 | WARNING | Fuck!!!!!!!! s2-eth2
2021-07-21 01:18:38,984 | 7950 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626830318.836845 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:18:39,013 | 7946 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626830318.994766 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:18:39,657 | 7946 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
