2021-07-21 01:51:57,665 | 13374 | tracing_net.net, __init__, 96 | INFO | set up on-demand mininet
2021-07-21 01:51:57,704 | 13374 | tracing_net.net, start, 307 | INFO | mininet start
2021-07-21 01:51:57,757 | 13374 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s1)
2021-07-21 01:51:57,938 | 13374 | tracing_net.net, add_host, 159 | DEBUG | added the host (h1)
2021-07-21 01:51:58,028 | 13374 | tracing_net.net, add_link, 198 | DEBUG | added the link (l2) between s1 and h1
2021-07-21 01:51:58,098 | 13374 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s2)
2021-07-21 01:51:58,227 | 13374 | tracing_net.net, add_link, 198 | DEBUG | added the link (l1) between s1 and s2
2021-07-21 01:51:58,466 | 13374 | tracing_net.net, add_host, 159 | DEBUG | added the host (h2)
2021-07-21 01:51:58,540 | 13374 | tracing_net.net, add_link, 198 | DEBUG | added the link (l3) between s2 and h2
2021-07-21 01:51:58,725 | 13374 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth1:None) started
2021-07-21 01:51:58,734 | 13374 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth2:None) started
2021-07-21 01:51:58,744 | 13495 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth1
2021-07-21 01:51:58,746 | 13497 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth2
2021-07-21 01:51:58,752 | 13374 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s2-eth2:None) started
2021-07-21 01:51:58,895 | 13501 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s2-eth2
2021-07-21 01:51:58,899 | 13374 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-07-21 01:51:58,918 | 13374 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-07-21 01:51:59,114 | 13506 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 01:51:59,188 | 13504 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 01:51:59,937 | 13504 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 01:51:59,939 | 13506 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 01:51:59,985 | 13506 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626832319.963184 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:51:59,993 | 13504 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626832319.967913 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:52:00,929 | 13374 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
