2021-07-21 01:42:37,921 | 10319 | tracing_net.net, __init__, 96 | INFO | set up on-demand mininet
2021-07-21 01:42:37,929 | 10319 | tracing_net.net, start, 307 | INFO | mininet start
2021-07-21 01:42:37,937 | 10319 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s1)
2021-07-21 01:42:38,053 | 10319 | tracing_net.net, add_host, 159 | DEBUG | added the host (h1)
2021-07-21 01:42:38,182 | 10319 | tracing_net.net, add_link, 198 | DEBUG | added the link (l2) between s1 and h1
2021-07-21 01:42:38,363 | 10319 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s2)
2021-07-21 01:42:38,592 | 10319 | tracing_net.net, add_link, 198 | DEBUG | added the link (l1) between s1 and s2
2021-07-21 01:42:39,259 | 10319 | tracing_net.net, add_host, 159 | DEBUG | added the host (h2)
2021-07-21 01:42:39,328 | 10319 | tracing_net.net, add_link, 198 | DEBUG | added the link (l3) between s2 and h2
2021-07-21 01:42:39,537 | 10319 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth1:None) started
2021-07-21 01:42:39,543 | 10319 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth2:None) started
2021-07-21 01:42:39,551 | 10445 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth2
2021-07-21 01:42:39,557 | 10443 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth1
2021-07-21 01:42:39,557 | 10319 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s2-eth2:None) started
2021-07-21 01:42:39,562 | 10319 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-07-21 01:42:39,573 | 10447 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s2-eth2
2021-07-21 01:42:39,578 | 10319 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-07-21 01:42:39,690 | 10453 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 01:42:39,695 | 10451 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 01:42:40,589 | 10451 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 01:42:40,617 | 10451 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626831760.607346 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:42:40,631 | 10453 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 01:42:40,688 | 10453 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626831760.671603 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:42:41,590 | 10451 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 01:42:41,592 | 10319 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 01:42:41,593 | 10319 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 01:42:41,594 | 10319 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 01:42:41,598 | 10319 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 277 | DEBUG | tmp_p = None, s_dpip = 1
2021-07-21 01:42:41,600 | 10319 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 277 | DEBUG | tmp_p = None, s_dpip = 2
2021-07-21 01:42:41,602 | 10319 | tracing_of_pipeline.analyzer, _polling, 250 | DEBUG | polled (start_time=1626831759.591762, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-07-21 01:42:41,602 | 10319 | tracing_of_pipeline.analyzer, analyze, 135 | WARNING | Fuck!!!!!!!! s1-eth1
2021-07-21 01:42:41,604 | 10319 | tracing_of_pipeline.analyzer, analyze, 135 | WARNING | Fuck!!!!!!!! s1-eth2
2021-07-21 01:42:41,607 | 10319 | tracing_of_pipeline.analyzer, analyze, 135 | WARNING | Fuck!!!!!!!! s2-eth2
2021-07-21 01:42:41,630 | 10453 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 01:42:41,653 | 10451 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626831761.610802 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:42:41,675 | 10453 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626831761.652513 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:42:41,721 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831761.494018701 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:41,780 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831761.507274102 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:41,811 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831761.621013114 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:41,996 | 10447 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831761.731229453 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:42,212 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831761.694572621 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:42,469 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831762.038995316 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:42,478 | 10447 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831761.950401930 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:42,589 | 10451 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 01:42:42,601 | 10451 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626831762.596581 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:42:42,630 | 10453 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 01:42:42,638 | 10453 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626831762.635033 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:42:42,727 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831762.275944949 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:42,730 | 10447 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831762.275138520 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:43,590 | 10451 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 01:42:43,594 | 10319 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={'s1-eth2': [<Msg captured_interface=s1-eth2, sniff_timestamp=1626831761.4940188, pkt=<UDP/MDNS_RAW Packet>, in_port=s1-eth2, in_phy_port=s1-eth2>, <Msg captured_interface=s1-eth2, sniff_timestamp=1626831761.5072742, pkt=<ICMPV6_RAW Packet>, in_port=s1-eth2, in_phy_port=s1-eth2>, <Msg captured_interface=s1-eth2, sniff_timestamp=1626831761.6210132, pkt=<UDP/MDNS_RAW Packet>, in_port=s1-eth2, in_phy_port=s1-eth2>, <Msg captured_interface=s1-eth2, sniff_timestamp=1626831761.6945727, pkt=<UDP/MDNS_RAW Packet>, in_port=s1-eth2, in_phy_port=s1-eth2>, <Msg captured_interface=s1-eth2, sniff_timestamp=1626831762.0389953, pkt=<UDP/MDNS_RAW Packet>, in_port=s1-eth2, in_phy_port=s1-eth2>, <Msg captured_interface=s1-eth2, sniff_timestamp=1626831762.275945, pkt=<UDP/MDNS_RAW Packet>, in_port=s1-eth2, in_phy_port=s1-eth2>], 's2-eth2': [<Msg captured_interface=s2-eth2, sniff_timestamp=1626831761.7312295, pkt=<ICMPV6_RAW Packet>, in_port=s2-eth2, in_phy_port=s2-eth2>, <Msg captured_interface=s2-eth2, sniff_timestamp=1626831761.950402, pkt=<UDP/MDNS_RAW Packet>, in_port=s2-eth2, in_phy_port=s2-eth2>, <Msg captured_interface=s2-eth2, sniff_timestamp=1626831762.2751386, pkt=<ICMPV6_RAW Packet>, in_port=s2-eth2, in_phy_port=s2-eth2>]})
2021-07-21 01:42:43,596 | 10319 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 277 | DEBUG | tmp_p = None, s_dpip = 1
2021-07-21 01:42:43,597 | 10319 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 277 | DEBUG | tmp_p = None, s_dpip = 2
2021-07-21 01:42:43,598 | 10319 | tracing_of_pipeline.analyzer, _polling, 250 | DEBUG | polled (start_time=1626831759.591762, until=1) values = {'l2': [], 'l1': [<Msg captured_interface=s1-eth2, sniff_timestamp=1626831761.4940188, pkt=<UDP/MDNS_RAW Packet>, in_port=s1-eth2, in_phy_port=s1-eth2>, <Msg captured_interface=s1-eth2, sniff_timestamp=1626831761.5072742, pkt=<ICMPV6_RAW Packet>, in_port=s1-eth2, in_phy_port=s1-eth2>], 'l3': []} {} {'s1': [], 's2': []}
2021-07-21 01:42:43,598 | 10319 | tracing_of_pipeline.analyzer, analyze, 135 | WARNING | Fuck!!!!!!!! s1-eth1
2021-07-21 01:42:43,599 | 10319 | tracing_of_pipeline.analyzer, analyze, 131 | WARNING | Packet <Msg captured_interface=s1-eth2, sniff_timestamp=1626831761.4940188, pkt=<UDP/MDNS_RAW Packet>, in_port=s1-eth2, in_phy_port=s1-eth2> is not terminal edge
2021-07-21 01:42:43,599 | 10319 | tracing_of_pipeline.analyzer, analyze, 131 | WARNING | Packet <Msg captured_interface=s1-eth2, sniff_timestamp=1626831761.5072742, pkt=<ICMPV6_RAW Packet>, in_port=s1-eth2, in_phy_port=s1-eth2> is not terminal edge
2021-07-21 01:42:43,600 | 10319 | tracing_of_pipeline.analyzer, analyze, 135 | WARNING | Fuck!!!!!!!! s2-eth2
2021-07-21 01:42:43,604 | 10443 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831761.985580423 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:43,624 | 10451 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626831763.604423 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:42:43,630 | 10453 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 01:42:43,652 | 10453 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626831763.642797 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 01:42:43,765 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831762.696808224 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:43,889 | 10451 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x0'}
2021-07-21 01:42:43,890 | 10451 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'event': 'ADDED', 'table': '0', 'cookie': '0', 'actions': 'CONTROLLER:65535'}
2021-07-21 01:42:43,891 | 10453 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x0'}
2021-07-21 01:42:43,892 | 10453 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'event': 'ADDED', 'table': '0', 'cookie': '0', 'actions': 'CONTROLLER:65535'}
2021-07-21 01:42:43,996 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_IN of_msg=PacketIn(xid=UBInt32(0)) timestamp=1626831763.983281 local_port=49126 datapath_id=1>
2021-07-21 01:42:44,009 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_OUT of_msg=PacketOut(xid=UBInt32(1067145775)) timestamp=1626831764.000355 local_port=49126 datapath_id=1>
2021-07-21 01:42:44,016 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_IN of_msg=PacketIn(xid=UBInt32(0)) timestamp=1626831764.010785 local_port=49128 datapath_id=2>
2021-07-21 01:42:44,021 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_OUT of_msg=PacketOut(xid=UBInt32(529678783)) timestamp=1626831764.017641 local_port=49128 datapath_id=2>
2021-07-21 01:42:44,038 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831763.621521185 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,039 | 10447 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831762.608760889 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,050 | 10447 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831763.981157259 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,103 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_IN of_msg=PacketIn(xid=UBInt32(0)) timestamp=1626831764.084191 local_port=49126 datapath_id=1>
2021-07-21 01:42:44,109 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_OUT of_msg=PacketOut(xid=UBInt32(1067145776)) timestamp=1626831764.104459 local_port=49126 datapath_id=1>
2021-07-21 01:42:44,110 | 10443 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831763.381429876 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,125 | 10443 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831763.980878967 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,237 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_IN of_msg=PacketIn(xid=UBInt32(0)) timestamp=1626831764.232613 local_port=49128 datapath_id=2>
2021-07-21 01:42:44,244 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_OUT of_msg=PacketOut(xid=UBInt32(529678784)) timestamp=1626831764.240083 local_port=49128 datapath_id=2>
2021-07-21 01:42:44,295 | 10447 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.017435096 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,298 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.000156178 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,347 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_IN of_msg=PacketIn(xid=UBInt32(0)) timestamp=1626831764.299599 local_port=49128 datapath_id=2>
2021-07-21 01:42:44,357 | 10443 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831763.987511307 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,360 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_OUT of_msg=PacketOut(xid=UBInt32(529678785)) timestamp=1626831764.347783 local_port=49128 datapath_id=2>
2021-07-21 01:42:44,368 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.082772467 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,372 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.230641956 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,555 | 10447 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.238846393 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,590 | 10451 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 01:42:44,604 | 10451 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626831764.598723 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):', ' cookie=0x0, duration=0.713s, table=0, n_packets=2, n_bytes=177, priority=0 actions=CONTROLLER:65535']
2021-07-21 01:42:44,620 | 10443 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.104299551 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,631 | 10453 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 01:42:44,632 | 10319 | tracing_net.flowtable.table_repository, add, 88 | DEBUG | Table repo added table <FlowTables(datapath=0, timestamp=1626831764.598723, flows=[<Flow(table=0, priority=0, match={}, actions=[<InstructionApplyAction type=4>])>])>
2021-07-21 01:42:44,633 | 10451 | tracing_net.flowtable.flow_monitor, read_dump_flow, 78 | DEBUG | parsed result to table 1626831764.598723 : <FlowTables(datapath=0, timestamp=1626831764.598723, flows=[<Flow(table=0, priority=0, match={}, actions=[<InstructionApplyAction type=4>])>])>
2021-07-21 01:42:44,653 | 10453 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626831764.645903 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):', ' cookie=0x0, duration=0.761s, table=0, n_packets=3, n_bytes=353, priority=0 actions=CONTROLLER:65535']
2021-07-21 01:42:44,677 | 10319 | tracing_net.flowtable.table_repository, add, 88 | DEBUG | Table repo added table <FlowTables(datapath=0, timestamp=1626831764.645903, flows=[<Flow(table=0, priority=0, match={}, actions=[<InstructionApplyAction type=4>])>])>
2021-07-21 01:42:44,677 | 10453 | tracing_net.flowtable.flow_monitor, read_dump_flow, 78 | DEBUG | parsed result to table 1626831764.645903 : <FlowTables(datapath=0, timestamp=1626831764.645903, flows=[<Flow(table=0, priority=0, match={}, actions=[<InstructionApplyAction type=4>])>])>
2021-07-21 01:42:44,740 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_IN of_msg=PacketIn(xid=UBInt32(0)) timestamp=1626831764.731409 local_port=49126 datapath_id=1>
2021-07-21 01:42:44,760 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_OUT of_msg=PacketOut(xid=UBInt32(1067145777)) timestamp=1626831764.755669 local_port=49126 datapath_id=1>
2021-07-21 01:42:44,805 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.287558541 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,811 | 10447 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.347666904 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,816 | 10447 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.610922369 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:44,908 | 10443 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.485130743 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:45,264 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_IN of_msg=PacketIn(xid=UBInt32(0)) timestamp=1626831765.256737 local_port=49126 datapath_id=1>
2021-07-21 01:42:45,270 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_IN of_msg=PacketIn(xid=UBInt32(0)) timestamp=1626831765.256881 local_port=49128 datapath_id=2>
2021-07-21 01:42:45,274 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_OUT of_msg=PacketOut(xid=UBInt32(529678786)) timestamp=1626831765.270233 local_port=49128 datapath_id=2>
2021-07-21 01:42:45,280 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_OUT of_msg=PacketOut(xid=UBInt32(1067145778)) timestamp=1626831765.270552 local_port=49126 datapath_id=1>
2021-07-21 01:42:45,295 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_IN of_msg=PacketIn(xid=UBInt32(0)) timestamp=1626831765.281011 local_port=49126 datapath_id=1>
2021-07-21 01:42:45,303 | 10319 | tracing_of_pipeline, _handle_child_conn, 113 | DEBUG | get from ofcapture <Message msg_name=OFPT_PACKET_OUT of_msg=PacketOut(xid=UBInt32(1067145779)) timestamp=1626831765.293897 local_port=49126 datapath_id=1>
2021-07-21 01:42:45,356 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.714778423 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:45,362 | 10447 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.739239880 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:45,377 | 10445 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831765.254589019 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:45,519 | 10443 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831764.755872701 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:45,524 | 10443 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626831765.270443868 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 01:42:45,607 | 10451 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 01:42:45,607 | 10319 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 277 | DEBUG | tmp_p = [], s_dpip = 1
2021-07-21 01:42:45,608 | 10319 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 277 | DEBUG | tmp_p = [], s_dpip = 2
