2021-07-21 00:48:32,106 | 4352 | tracing_net.net, __init__, 96 | INFO | set up on-demand mininet
2021-07-21 00:48:32,111 | 4352 | tracing_net.net, start, 307 | INFO | mininet start
2021-07-21 00:48:32,118 | 4352 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s1)
2021-07-21 00:48:32,222 | 4352 | tracing_net.net, add_host, 159 | DEBUG | added the host (h1)
2021-07-21 00:48:32,289 | 4352 | tracing_net.net, add_link, 198 | DEBUG | added the link (l2) between s1 and h1
2021-07-21 00:48:32,365 | 4352 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s2)
2021-07-21 00:48:32,430 | 4352 | tracing_net.net, add_link, 198 | DEBUG | added the link (l1) between s1 and s2
2021-07-21 00:48:32,549 | 4352 | tracing_net.net, add_host, 159 | DEBUG | added the host (h2)
2021-07-21 00:48:32,580 | 4352 | tracing_net.net, add_link, 198 | DEBUG | added the link (l3) between s2 and h2
2021-07-21 00:48:32,680 | 4352 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth1:None) started
2021-07-21 00:48:32,689 | 4473 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth1
2021-07-21 00:48:32,692 | 4352 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth2:None) started
2021-07-21 00:48:32,709 | 4476 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth2
2021-07-21 00:48:32,710 | 4352 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s2-eth2:None) started
2021-07-21 00:48:32,722 | 4352 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-07-21 00:48:32,729 | 4479 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s2-eth2
2021-07-21 00:48:32,737 | 4352 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-07-21 00:48:32,794 | 4482 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 00:48:32,833 | 4484 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 00:48:33,746 | 4482 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 00:48:33,789 | 4484 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 00:48:33,828 | 4482 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626828513.77394 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 00:48:33,846 | 4484 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626828513.835782 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 00:48:34,745 | 4482 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 00:48:34,750 | 4352 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 00:48:34,750 | 4352 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 00:48:34,751 | 4352 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 00:48:34,752 | 4352 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 276 | ERROR | Failed to get datapath_id s1
2021-07-21 00:48:34,752 | 4352 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 276 | ERROR | Failed to get datapath_id s2
2021-07-21 00:48:34,752 | 4352 | tracing_of_pipeline.analyzer, _polling, 247 | DEBUG | polled (start_time=1626828512.749318, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {}
2021-07-21 00:48:34,753 | 4352 | tracing_of_pipeline.analyzer, analyze, 133 | WARNING | Fuck!!!!!!!! s1-eth1
2021-07-21 00:48:34,753 | 4352 | tracing_of_pipeline.analyzer, analyze, 133 | WARNING | Fuck!!!!!!!! s1-eth2
2021-07-21 00:48:34,754 | 4352 | tracing_of_pipeline.analyzer, analyze, 133 | WARNING | Fuck!!!!!!!! s2-eth2
2021-07-21 00:48:34,756 | 4482 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626828514.75155 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 00:48:34,781 | 4484 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
