2021-07-21 00:10:18,187 | 7009 | tracing_net.net, __init__, 96 | INFO | set up on-demand mininet
2021-07-21 00:10:18,189 | 7009 | tracing_net.net, start, 307 | INFO | mininet start
2021-07-21 00:10:18,193 | 7009 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s1)
2021-07-21 00:10:18,363 | 7009 | tracing_net.net, add_host, 159 | DEBUG | added the host (h1)
2021-07-21 00:10:18,439 | 7009 | tracing_net.net, add_link, 198 | DEBUG | added the link (l2) between s1 and h1
2021-07-21 00:10:18,532 | 7009 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s2)
2021-07-21 00:10:18,597 | 7009 | tracing_net.net, add_link, 198 | DEBUG | added the link (l1) between s1 and s2
2021-07-21 00:10:18,759 | 7009 | tracing_net.net, add_host, 159 | DEBUG | added the host (h2)
2021-07-21 00:10:18,803 | 7009 | tracing_net.net, add_link, 198 | DEBUG | added the link (l3) between s2 and h2
2021-07-21 00:10:19,017 | 7009 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth1:None) started
2021-07-21 00:10:19,032 | 7128 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth1
2021-07-21 00:10:19,031 | 7009 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth2:None) started
2021-07-21 00:10:19,053 | 7009 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s2-eth2:None) started
2021-07-21 00:10:19,058 | 7009 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-07-21 00:10:19,054 | 7131 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth2
2021-07-21 00:10:19,065 | 7133 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s2-eth2
2021-07-21 00:10:19,077 | 7009 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-07-21 00:10:19,177 | 7140 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 00:10:19,180 | 7137 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 00:10:20,085 | 7137 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 00:10:20,108 | 7140 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 00:10:20,121 | 7137 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626826220.096091 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 00:10:20,143 | 7140 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626826220.120646 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 00:10:21,085 | 7137 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 00:10:21,093 | 7009 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 00:10:21,093 | 7009 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 00:10:21,093 | 7009 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-07-21 00:10:21,094 | 7009 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 276 | ERROR | Failed to get datapath_id s1
2021-07-21 00:10:21,095 | 7137 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626826221.089602 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 00:10:21,095 | 7009 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 276 | ERROR | Failed to get datapath_id s2
2021-07-21 00:10:21,095 | 7009 | tracing_of_pipeline.analyzer, _polling, 247 | DEBUG | polled (start_time=1626826219.092196, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {}
2021-07-21 00:10:21,096 | 7009 | tracing_of_pipeline.analyzer, analyze, 133 | WARNING | Fuck!!!!!!!! s1-eth1
2021-07-21 00:10:21,096 | 7009 | tracing_of_pipeline.analyzer, analyze, 133 | WARNING | Fuck!!!!!!!! s1-eth2
2021-07-21 00:10:21,096 | 7009 | tracing_of_pipeline.analyzer, analyze, 133 | WARNING | Fuck!!!!!!!! s2-eth2
2021-07-21 00:10:21,111 | 7140 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 00:10:21,105 | 7133 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826220.950200268 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:21,117 | 7131 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826220.872325674 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:21,148 | 7140 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626826221.128598 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 00:10:21,161 | 7131 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826220.886119256 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:21,190 | 7131 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826221.035911029 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:21,359 | 7133 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826221.035868848 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:21,360 | 7131 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826221.046176715 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:21,368 | 7131 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826221.123474556 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:21,380 | 7128 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826220.999192462 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:21,389 | 7131 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826221.159144955 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:21,623 | 7131 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826221.324026556 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:21,634 | 7128 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826221.251699425 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:21,652 | 7128 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826221.430737719 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:21,678 | 7128 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826221.450423848 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:22,085 | 7137 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s1
2021-07-21 00:10:22,094 | 7137 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626826222.090631 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 00:10:22,107 | 7140 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | dump flows on s2
2021-07-21 00:10:22,115 | 7140 | tracing_net.flowtable.flow_monitor, read_dump_flow, 73 | DEBUG | get result for dump flow 1626826222.112413 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-07-21 00:10:22,386 | 7131 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826221.446126861 : <class 'pyshark.packet.packet.Packet'>
2021-07-21 00:10:22,388 | 7133 | tracing_net.util.packet_capture, _packet_handler, 72 | DEBUG | sniff 1626826221.159099055 : <class 'pyshark.packet.packet.Packet'>
