2021-10-19 07:43:49,429 | 3385 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-19 07:43:49,432 | 3385 | tracing_of_pipeline, start, 102 | INFO | OpenFlow Tracer Start
2021-10-19 07:43:49,439 | 3385 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-19 07:43:49,444 | 3385 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-19 07:43:49,531 | 3385 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-19 07:43:49,592 | 3385 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s1 and h1
2021-10-19 07:43:49,655 | 3385 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s2)
2021-10-19 07:43:49,707 | 3385 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s1 and s2
2021-10-19 07:43:49,806 | 3385 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-10-19 07:43:49,852 | 3385 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s2 and h2
2021-10-19 07:43:49,941 | 3385 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-19 07:43:49,944 | 3385 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-19 07:43:50,012 | 3385 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s1-eth1:None) started
2021-10-19 07:43:50,018 | 3385 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s1-eth2:None) started
2021-10-19 07:43:50,021 | 3526 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth1
2021-10-19 07:43:50,035 | 3385 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s2-eth2:None) started
2021-10-19 07:43:50,034 | 3528 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-19 07:43:50,041 | 3385 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-19 07:43:50,050 | 3530 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s2-eth2
2021-10-19 07:43:50,065 | 3385 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-10-19 07:43:50,265 | 3533 | tracing_net.flowtable.flow_monitor, flow_monitor, 99 | DEBUG | flow monitor get result NXST_FLOW_MONITOR reply (xid=0x4):
2021-10-19 07:43:50,266 | 3539 | tracing_net.flowtable.flow_monitor, flow_monitor, 99 | DEBUG | flow monitor get result NXST_FLOW_MONITOR reply (xid=0x4):
2021-10-19 07:43:51,074 | 3533 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-19 07:43:51,124 | 3533 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634629431.088668 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 07:43:51,125 | 3533 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 07:43:51,143 | 3539 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-19 07:43:51,170 | 3539 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634629431.170594 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 07:43:51,177 | 3539 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 07:43:52,072 | 3533 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-19 07:43:52,093 | 3533 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634629432.087222 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 07:43:52,095 | 3533 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 07:43:52,116 | 3385 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-19 07:43:52,131 | 3385 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-19 07:43:52,139 | 3385 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
