2021-07-21 01:53:20,257 | 13814 | tracing_net.net, __init__, 96 | INFO | set up on-demand mininet
2021-07-21 01:53:20,266 | 13814 | tracing_net.net, start, 307 | INFO | mininet start
2021-07-21 01:53:20,274 | 13814 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s1)
2021-07-21 01:53:20,391 | 13814 | tracing_net.net, add_host, 159 | DEBUG | added the host (h1)
2021-07-21 01:53:20,469 | 13814 | tracing_net.net, add_link, 198 | DEBUG | added the link (l2) between s1 and h1
2021-07-21 01:53:20,550 | 13814 | tracing_net.net, add_switch, 113 | DEBUG | added the switch (s2)
2021-07-21 01:53:20,637 | 13814 | tracing_net.net, add_link, 198 | DEBUG | added the link (l1) between s1 and s2
2021-07-21 01:53:20,901 | 13814 | tracing_net.net, add_host, 159 | DEBUG | added the host (h2)
2021-07-21 01:53:21,063 | 13814 | tracing_net.net, add_link, 198 | DEBUG | added the link (l3) between s2 and h2
2021-07-21 01:53:21,528 | 13814 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth1:None) started
2021-07-21 01:53:21,542 | 13814 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s1-eth2:None) started
2021-07-21 01:53:21,546 | 13936 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth1
2021-07-21 01:53:21,550 | 13814 | tracing_net.packet_capture_manager, start_capture, 85 | DEBUG | capture process (s2-eth2:None) started
2021-07-21 01:53:21,560 | 13814 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-07-21 01:53:21,571 | 13814 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-07-21 01:53:21,577 | 13938 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s1-eth2
2021-07-21 01:53:21,574 | 13940 | tracing_net.util.packet_capture, start_capture, 56 | INFO | capture start on s2-eth2
2021-07-21 01:53:21,628 | 13942 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
2021-07-21 01:53:21,680 | 13946 | tracing_net.flowtable.flow_monitor, flow_monitor, 89 | DEBUG | flow monitor get result {'msg_type': 'NXST_FLOW_MONITOR', 'type': 'reply', 'xid': '0x4'}
