2021-10-20 02:35:23,451 | 2953 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-20 02:35:23,465 | 2953 | tracing_of_pipeline, start, 108 | INFO | OpenFlow Tracer Start
2021-10-20 02:35:23,500 | 2953 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-20 02:35:23,502 | 2953 | tracing_of_pipeline.analyzer, start_analyzing, 103 | INFO | start analyzing
2021-10-20 02:35:23,516 | 2953 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-20 02:35:24,482 | 2953 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-20 02:35:24,822 | 2953 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s1 and h1
2021-10-20 02:35:25,405 | 2953 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s2)
2021-10-20 02:35:25,515 | 2953 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:35:25,519 | 2953 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-20 02:35:25,522 | 2953 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-20 02:35:25,524 | 2953 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634697323.510692, until=0) values = {'l2': []} {} {'s1': [], 's2': []}
2021-10-20 02:35:25,526 | 2953 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l2
2021-10-20 02:35:25,625 | 2953 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s1 and s2
2021-10-20 02:35:26,226 | 2953 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-10-20 02:35:26,297 | 2953 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s2 and h2
2021-10-20 02:35:26,480 | 2953 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-20 02:35:26,482 | 2953 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-20 02:35:26,656 | 2953 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth1:3098) started
2021-10-20 02:35:26,665 | 2953 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth2:3100) started
2021-10-20 02:35:26,669 | 3098 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth1
2021-10-20 02:35:26,711 | 3102 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s2-eth2
2021-10-20 02:35:26,684 | 3100 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-20 02:35:26,688 | 2953 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s2-eth2:3102) started
2021-10-20 02:35:26,766 | 2953 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-20 02:35:26,792 | 2953 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-10-20 02:35:27,749 | 2953 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:35:27,768 | 2953 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:35:27,769 | 2953 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:35:27,818 | 3104 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 02:35:27,811 | 2953 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-20 02:35:27,853 | 2953 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-20 02:35:27,854 | 2953 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634697323.510692, until=1) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-20 02:35:27,856 | 2953 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l2
2021-10-20 02:35:27,874 | 3110 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 02:35:27,891 | 3104 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634697327.827912 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:35:27,895 | 3104 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:35:27,861 | 2953 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l1
2021-10-20 02:35:27,906 | 2953 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l3
2021-10-20 02:35:27,936 | 3110 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634697327.918853 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:35:27,938 | 3110 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:35:28,814 | 3104 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 02:35:28,826 | 3104 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634697328.819216 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:35:28,828 | 3104 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
