2021-10-20 02:39:47,309 | 4241 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-20 02:39:47,314 | 4241 | tracing_of_pipeline, start, 108 | INFO | OpenFlow Tracer Start
2021-10-20 02:39:47,327 | 4241 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-20 02:39:47,335 | 4241 | tracing_of_pipeline.analyzer, start_analyzing, 103 | INFO | start analyzing
2021-10-20 02:39:47,345 | 4241 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-20 02:39:47,499 | 4241 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-20 02:39:47,629 | 4241 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s1 and h1
2021-10-20 02:39:47,706 | 4241 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s2)
2021-10-20 02:39:47,948 | 4241 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s1 and s2
2021-10-20 02:39:48,251 | 4241 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-10-20 02:39:48,313 | 4241 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s2 and h2
2021-10-20 02:39:48,408 | 4241 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-20 02:39:48,459 | 4241 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-20 02:39:48,775 | 4241 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth1:4376) started
2021-10-20 02:39:48,792 | 4241 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth2:4378) started
2021-10-20 02:39:48,803 | 4376 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth1
2021-10-20 02:39:48,832 | 4378 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-20 02:39:48,878 | 4241 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s2-eth2:4382) started
2021-10-20 02:39:48,914 | 4241 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-20 02:39:48,948 | 4241 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-10-20 02:39:48,954 | 4382 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s2-eth2
2021-10-20 02:39:49,350 | 4241 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:39:49,356 | 4241 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:39:49,356 | 4241 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:39:49,366 | 4241 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-20 02:39:49,372 | 4241 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-20 02:39:49,373 | 4241 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634697587.337578, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-20 02:39:49,388 | 4241 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l2
2021-10-20 02:39:49,401 | 4241 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l1
2021-10-20 02:39:49,402 | 4241 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l3
2021-10-20 02:39:49,973 | 4384 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 02:39:50,010 | 4384 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634697589.99173 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:39:50,011 | 4384 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:39:50,038 | 4388 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 02:39:50,091 | 4388 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634697590.062222 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:39:50,093 | 4388 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:39:50,952 | 4384 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 02:39:50,992 | 4384 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634697590.970668 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:39:50,992 | 4384 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:39:51,042 | 4388 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 02:39:51,096 | 4388 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634697591.068094 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:39:51,097 | 4388 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:39:51,343 | 4241 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:39:51,345 | 4241 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:39:51,346 | 4241 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:39:51,353 | 4241 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-20 02:39:51,354 | 4241 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-20 02:39:51,354 | 4241 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634697587.337578, until=1) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-20 02:39:51,355 | 4241 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l2
