2021-10-25 06:43:10,702 | 3792 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-25 06:43:10,703 | 3792 | tracing_of_pipeline, start, 113 | INFO | OpenFlow Tracer Start
2021-10-25 06:43:10,713 | 3792 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-25 06:43:10,715 | 3792 | tracing_of_pipeline.analyzer, start_analyzing, 106 | INFO | start analyzing
2021-10-25 06:43:10,719 | 3792 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s0)
2021-10-25 06:43:10,865 | 3792 | tracing_net.net, add_host, 164 | DEBUG | added the host (h0)
2021-10-25 06:43:10,953 | 3792 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s0 and h0
2021-10-25 06:43:11,019 | 3792 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-25 06:43:11,046 | 3792 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s0 and h1
2021-10-25 06:43:11,121 | 3792 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-25 06:43:11,177 | 3792 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s0 and s1
2021-10-25 06:43:11,381 | 3792 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-10-25 06:43:11,416 | 3792 | tracing_net.net, add_link, 203 | DEBUG | added the link (l4) between s1 and h2
2021-10-25 06:43:11,521 | 3792 | tracing_net.net, add_host, 164 | DEBUG | added the host (h3)
2021-10-25 06:43:11,549 | 3792 | tracing_net.net, add_link, 203 | DEBUG | added the link (l5) between s1 and h3
2021-10-25 06:43:11,650 | 3792 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-25 06:43:11,651 | 3792 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-25 06:43:11,695 | 3792 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s0-eth1:3983) started
2021-10-25 06:43:11,700 | 3792 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s0-eth2:3985) started
2021-10-25 06:43:11,702 | 3983 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s0-eth1
2021-10-25 06:43:11,704 | 3985 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s0-eth2
2021-10-25 06:43:11,714 | 3792 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s0-eth3:3987) started
2021-10-25 06:43:11,722 | 3987 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s0-eth3
2021-10-25 06:43:11,731 | 3792 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth2:3991) started
2021-10-25 06:43:11,739 | 3991 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-25 06:43:11,743 | 3792 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth3:3995) started
2021-10-25 06:43:11,749 | 3792 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s0
2021-10-25 06:43:11,752 | 3995 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth3
2021-10-25 06:43:11,757 | 3792 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-25 06:43:12,719 | 3792 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:43:12,720 | 3792 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:43:12,720 | 3792 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:43:12,721 | 3792 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:43:12,721 | 3792 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-25 06:43:12,723 | 3792 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 462 | DEBUG | tmp_p = [], s_dpip = 0
2021-10-25 06:43:12,724 | 3792 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 462 | DEBUG | tmp_p = [], s_dpip = 1
2021-10-25 06:43:12,725 | 3792 | tracing_of_pipeline.analyzer, _polling, 423 | DEBUG | polled repository (start_time=1635144190.71644, until=0) values = {'l2': [], 'l3': [], 'l1': [], 'l4': [], 'l5': []} {} {'s0': [], 's1': []}
2021-10-25 06:43:12,725 | 3792 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l2
2021-10-25 06:43:12,726 | 3792 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l3
2021-10-25 06:43:12,726 | 3792 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l1
2021-10-25 06:43:12,727 | 3792 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l4
2021-10-25 06:43:12,727 | 3792 | tracing_of_pipeline.analyzer, analyze, 175 | WARNING | No packet in edge l5
2021-10-25 06:43:12,771 | 3997 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
2021-10-25 06:43:12,793 | 4001 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
